Carrier,ArrDelay,Month,DayofMonth,Ratio,Total Delay
WN,35,9,25,0.1630,563
WN,24,9,26,0.1728,597
WN,83,9,27,0.0734,184
WN,34,9,28,0.1280,401
WN,20,9,29,0.0646,223
WN,25,9,30,0.0510,176
WN,28,10,1,0.0536,185
WN,25,10,2,0.0672,232
WN,25,10,3,0.1022,353
WN,20,10,4,0.0608,151
WN,27,10,5,0.1066,334
WN,20,10,6,0.0732,253
WN,20,10,7,0.0611,211
WN,22,10,8,0.0871,301
WN,30,10,9,0.1181,408
WN,22,10,10,0.1566,541
WN,22,10,11,0.0854,212
WN,49,10,12,0.1165,365
WN,19,10,13,0.0909,314
WN,28,10,14,0.0588,203
WN,36,10,15,0.0950,328
WN,22,10,16,0.0921,318
WN,71,10,17,0.1155,399
WN,15,10,18,0.0395,98
WN,49,10,19,0.1159,363
WN,21,10,20,0.0692,239
WN,19,10,21,0.0622,215
WN,70,10,22,0.1424,492
WN,18,10,23,0.1448,500
WN,27,10,24,0.1601,553
WN,20,10,25,0.0608,151
WN,15,10,26,0.1284,402
WN,36,10,27,0.1662,574
WN,17,10,28,0.1008,348
WN,81,10,29,0.0495,171
WN,28,10,30,0.0926,320
WN,36,10,31,0.0984,326
WN,28,11,1,0.0680,169
WN,15,11,2,0.2407,733
WN,15,11,3,0.0567,197
WN,33,11,4,0.1282,445
WN,36,11,5,0.0616,214
WN,29,11,6,0.1115,387
WN,17,11,7,0.1901,660
WN,21,11,8,0.0548,139
WN,30,11,9,0.2512,765
WN,177,11,10,0.0829,288
WN,61,11,11,0.1069,371
WN,24,11,12,0.0763,265
WN,15,11,13,0.1155,401
WN,17,11,14,0.1403,487
WN,16,11,15,0.0718,182
WN,20,11,16,0.1021,311
WN,15,11,17,0.0363,126
WN,18,11,18,0.0395,137
WN,19,11,19,0.0585,203
WN,16,11,20,0.1080,375
WN,16,11,21,0.2100,729
WN,37,11,22,0.1664,422
WN,18,11,23,0.0578,176
WN,101,11,24,0.0455,158
WN,29,11,25,0.0722,252
WN,19,11,26,0.1326,463
WN,30,11,27,0.0649,144
WN,20,11,28,0.0518,147
WN,31,11,29,0.1224,357
WN,17,11,30,0.4801,1615
WN,115,12,1,0.5755,1998
WN,34,12,2,0.1051,365
WN,41,12,3,0.1255,423
WN,24,12,4,0.1402,474
WN,18,12,5,0.1328,449
WN,102,12,6,0.0723,182
WN,40,12,7,0.1046,312
WN,45,12,8,0.0541,183
WN,35,12,9,0.1213,410
WN,20,12,10,0.1151,389
WN,30,12,11,0.1840,622
WN,43,12,12,0.1734,586
WN,27,12,13,0.2005,505
WN,40,12,14,0.2150,641
WN,20,12,15,0.3216,1087
WN,142,12,16,0.3784,1279
WN,81,12,17,0.4982,1684
WN,84,12,18,0.6148,2078
WN,306,12,19,0.6133,2073
WN,25,12,20,0.4958,1249
WN,132,12,21,0.5091,1518
WN,48,12,22,0.4482,1515
WN,47,12,23,0.5015,1695
WN,51,12,24,0.4509,1152
WN,244,12,25,0.2937,775
WN,52,12,26,0.4457,1481
WN,37,12,27,0.5340,1538
WN,26,12,28,0.2337,697
WN,21,12,29,0.1607,543
WN,53,12,30,0.1822,616
WN,30,12,31,0.2877,735
